70000895	70000331	0	0
70000896	70000331	1	1
70000897	70000331	1	2
70000898	70000331	1	3
70000899	70000331	1	4
70000900	70000332	0	0
70000901	70000332	1	1
70000902	70000332	1	2
70000903	70000332	1	3
70000904	70000332	1	4
70000905	70000333	0	0
70000906	70000333	1	1
70000907	70000333	1	2
70000908	70000333	1	3
70000909	70000333	1	4
70000910	70000334	0	0
70000911	70000334	1	1
70000912	70000334	1	2
70000913	70000334	1	3
70000914	70000334	1	4
70000915	70000335	0	0
70000916	70000335	1	1
70000917	70000335	1	2
70000918	70000335	1	3
70000919	70000335	1	4
70000920	70000336	0	0
70000921	70000336	1	1
70000922	70000336	1	2
70000923	70000336	1	3
70000924	70000336	1	4
70000925	70000337	0	0
70000926	70000337	1	1
70000927	70000337	1	2
70000928	70000337	1	3
70000929	70000337	1	4
70000930	70000338	0	0
70000931	70000338	1	1
70000932	70000338	1	2
70000933	70000338	1	3
70000934	70000338	1	4
70000935	70000339	0	0
70000936	70000339	1	1
70000937	70000339	1	2
70000938	70000339	1	3
70000939	70000339	1	4
70000940	70000340	0	0
70000941	70000340	1	1
70000942	70000340	1	2
70000943	70000340	1	3
70000944	70000340	1	4
70000945	70000341	0	0
70000946	70000341	1	1
70000947	70000341	1	2
70000948	70000341	1	3
70000949	70000341	1	4
70000950	70000342	0	0
70000951	70000342	1	1
70000952	70000342	1	2
70000953	70000342	1	3
70000954	70000342	1	4
70000955	70000343	0	0
70000956	70000343	1	1
70000957	70000343	1	2
70000958	70000343	1	3
70000959	70000343	1	4
70000960	70000344	0	0
70000961	70000344	1	1
70000962	70000344	1	2
70000963	70000344	1	3
70000964	70000344	1	4
70000965	70000345	0	0
70000966	70000345	1	1
70000967	70000345	1	2
70000968	70000345	1	3
70000969	70000345	1	4
70000970	70000346	0	0
70000971	70000346	1	1
70000972	70000346	1	2
70000973	70000346	1	3
70000974	70000346	1	4
70000975	70000347	0	0
70000976	70000347	1	1
70000977	70000347	1	2
70000978	70000347	1	3
70000979	70000347	1	4
70000980	70000348	0	0
70000981	70000348	1	1
70000982	70000348	1	2
70000983	70000348	1	3
70000984	70000348	1	4
70000985	70000349	0	0
70000986	70000349	1	1
70000987	70000349	1	2
70000988	70000349	1	3
70000989	70000349	1	4
70000990	70000350	0	0
70000991	70000350	1	1
70000992	70000350	1	2
70000993	70000350	1	3
70000994	70000350	1	4
70000995	70000351	0	0
70000996	70000351	1	1
70000997	70000351	1	2
70000998	70000351	1	3
70000999	70000351	1	4
70001000	70000352	0	0
70001001	70000352	1	1
70001002	70000352	1	2
70001003	70000352	1	3
70001004	70000352	1	4
70001005	70000353	0	0
